date,soil_temperature_0cm,soil_temperature_6cm,soil_temperature_18cm,soil_temperature_54cm,soil_moisture_0_to_1cm,soil_moisture_1_to_3cm,soil_moisture_3_to_9cm,soil_moisture_9_to_27cm,soil_moisture_27_to_81cm
2025-12-24 17:30:00+00:00,,,,,,,,,
2025-12-24 18:30:00+00:00,,,,,,,,,
2025-12-24 19:30:00+00:00,,,,,,,,,
2025-12-24 20:30:00+00:00,,,,,,,,,
2025-12-24 21:30:00+00:00,,,,,,,,,
2025-12-24 22:30:00+00:00,,,,,,,,,
2025-12-24 23:30:00+00:00,,,,,,,,,
2025-12-25 00:30:00+00:00,,,,,,,,,
2025-12-25 01:30:00+00:00,,,,,,,,,
2025-12-25 02:30:00+00:00,,,,,,,,,
2025-12-25 03:30:00+00:00,,,,,,,,,
2025-12-25 04:30:00+00:00,,,,,,,,,
2025-12-25 05:30:00+00:00,,,,,,,,,
2025-12-25 06:30:00+00:00,,,,,,,,,
2025-12-25 07:30:00+00:00,,,,,,,,,
2025-12-25 08:30:00+00:00,,,,,,,,,
2025-12-25 09:30:00+00:00,,,,,,,,,
2025-12-25 10:30:00+00:00,,,,,,,,,
2025-12-25 11:30:00+00:00,,,,,,,,,
2025-12-25 12:30:00+00:00,,,,,,,,,
2025-12-25 13:30:00+00:00,,,,,,,,,
2025-12-25 14:30:00+00:00,,,,,,,,,
2025-12-25 15:30:00+00:00,,,,,,,,,
2025-12-25 16:30:00+00:00,,,,,,,,,
2025-12-25 17:30:00+00:00,,,,,,,,,
2025-12-25 18:30:00+00:00,,,,,,,,,
2025-12-25 19:30:00+00:00,,,,,,,,,
2025-12-25 20:30:00+00:00,,,,,,,,,
2025-12-25 21:30:00+00:00,,,,,,,,,
2025-12-25 22:30:00+00:00,,,,,,,,,
2025-12-25 23:30:00+00:00,,,,,,,,,
2025-12-26 00:30:00+00:00,,,,,,,,,
2025-12-26 01:30:00+00:00,,,,,,,,,
2025-12-26 02:30:00+00:00,,,,,,,,,
2025-12-26 03:30:00+00:00,,,,,,,,,
2025-12-26 04:30:00+00:00,,,,,,,,,
2025-12-26 05:30:00+00:00,,,,,,,,,
2025-12-26 06:30:00+00:00,,,,,,,,,
2025-12-26 07:30:00+00:00,,,,,,,,,
2025-12-26 08:30:00+00:00,,,,,,,,,
2025-12-26 09:30:00+00:00,,,,,,,,,
2025-12-26 10:30:00+00:00,,,,,,,,,
2025-12-26 11:30:00+00:00,,,,,,,,,
2025-12-26 12:30:00+00:00,,,,,,,,,
2025-12-26 13:30:00+00:00,,,,,,,,,
2025-12-26 14:30:00+00:00,,,,,,,,,
2025-12-26 15:30:00+00:00,,,,,,,,,
2025-12-26 16:30:00+00:00,,,,,,,,,
2025-12-26 17:30:00+00:00,,,,,,,,,
